ID,Tốc độ gió trung bình (m/s) | Average Wind Speed (m/s),Độ lệch chuẩn (m/s) | Standard Deviation (m/s),Phân loại tốc độ gió | Wind Speed Category,Tiềm năng | Potential
0,4.98675894506822,1.610769440410299,4-5,Thấp | Low
42,6.4213689731767865,1.3291840639993913,6-7,Cao | High
43,4.640043420569241,1.1610682855303902,4-5,Thấp | Low
44,4.98843955966905,0.4626407744676867,4-5,Thấp | Low
45,3.7327315581559515,0.8951072774091028,3-4,Thấp | Low
46,3.8050423023481357,1.7928918926719655,3-4,Thấp | Low
47,4.884790452463184,1.2148097795835273,4-5,Thấp | Low
48,4.347482578821036,0.20406081225995226,4-5,Thấp | Low
49,3.730618780860126,1.0336750504653724,3-4,Thấp | Low
50,4.640616643596439,1.279401314248842,4-5,Thấp | Low
51,3.672321197884087,0.9401363886455701,3-4,Thấp | Low
52,6.177078345070423,1.7255776491116184,6-7,Cao | High
53,4.0015385368212595,0.19246274192028578,4-5,Thấp | Low
54,5.232150837109768,1.1948613211086792,5-6,Thấp | Low
55,4.713508644981469,0.6431981044436644,4-5,Thấp | Low
56,4.907338656125137,1.0785053123295476,4-5,Thấp | Low
57,5.713572304389677,1.5517426869515738,5-6,Thấp | Low
58,3.0923524966632643,0.9402010336146034,3-4,Thấp | Low
59,5.5148352765726685,0.2778562898804975,5-6,Thấp | Low
60,4.591641342568735,1.1126973258810942,4-5,Thấp | Low
61,5.349609156309484,0.941242698954976,5-6,Thấp | Low
62,4.337344983853898,0.35134194435371224,4-5,Thấp | Low
63,5.701606250626127,1.0443376552003454,5-6,Thấp | Low
64,6.272509349827388,1.3342409962902848,6-7,Cao | High
65,4.795035779290398,0.5821660625974437,4-5,Thấp | Low
66,4.869856766235906,0.30969281374759067,4-5,Thấp | Low
67,4.611484414121182,0.8512900364952081,4-5,Thấp | Low
68,4.269975212115233,0.18145979543839716,4-5,Thấp | Low
69,4.595908259293243,1.00727666004661,4-5,Thấp | Low
70,4.19844816078315,0.8952959366858899,4-5,Thấp | Low
71,5.124270901709524,0.7248415681297151,5-6,Thấp | Low
72,2.8630721966205837,1.1946089944779927,<3,Thấp | Low
73,4.615053967771359,1.1980437475339432,4-5,Thấp | Low
74,3.4232255053144036,1.0730866591865096,3-4,Thấp | Low
75,4.349728639513663,1.7632715552712084,4-5,Thấp | Low
76,4.184931934030962,1.495811675301777,4-5,Thấp | Low
77,4.458441335703472,1.2931550175548603,4-5,Thấp | Low
78,5.2929960782302645,0.08739864635371934,5-6,Thấp | Low
79,4.104504592098878,0.7600254329398939,4-5,Thấp | Low
80,5.45636576366878,1.3534205501244712,5-6,Thấp | Low
81,5.205636631409828,1.3536611569884711,5-6,Thấp | Low
82,3.942851677306966,1.4832408583114434,3-4,Thấp | Low
83,5.407384598994015,0.45829207488264095,5-6,Thấp | Low
84,3.965526064701764,0.34738556231798506,3-4,Thấp | Low
85,3.481321496105744,1.408978482980058,3-4,Thấp | Low
86,3.9379171653470815,0.2295599317053108,3-4,Thấp | Low
87,3.6653100074676668,0.8937264517411847,3-4,Thấp | Low
88,6.051835129734476,0.9930498941128313,6-7,Cao | High
89,4.918479575750008,1.4797907951857103,4-5,Thấp | Low
90,2.5303525724069353,1.154701274361203,<3,Thấp | Low
91,4.969941193718642,1.2488961660693172,4-5,Thấp | Low
92,5.24056973941618,1.2255228519335535,5-6,Thấp | Low
93,3.9734168361479654,0.6957887469806933,3-4,Thấp | Low
94,4.432721347783458,1.2715935085387815,4-5,Thấp | Low
95,4.493428769272077,1.260562366713367,4-5,Thấp | Low
96,5.8504238448516235,1.974960330221513,5-6,Thấp | Low
97,5.961201966549496,1.3558014506188467,5-6,Thấp | Low
98,3.8165448912113575,0.868151326440188,3-4,Thấp | Low
99,4.188752119351324,1.0767991734894835,4-5,Thấp | Low
